applicant_id,academic_score,income_annual,employment_years,credit_score,credit_history_years,loan_amount_requested,loan_percent_income,existing_debt_ratio,prior_default_flag,documents_missing_ct,eligibility_criteria_met,loan_status,academic_score_scaled,income_annual_scaled,employment_years_scaled,credit_score_scaled,credit_history_years_scaled,loan_amount_requested_scaled,loan_percent_income_scaled,existing_debt_ratio_scaled
APP008582,55.2,33372.0,0.2,701.0,11.9,15725.0,0.471,0.267,0,2,1,0,0.5323590814196242,0.15363406144063116,0.005,0.7290909090909091,0.39666666666666667,0.15147152105840775,0.045101842870999026,0.2974186307519641
APP008583,52.1,58872.0,1.7,546.0,27.0,7953.0,0.135,0.251,0,1,1,0,0.5,0.2861668275683746,0.042499999999999996,0.44727272727272727,0.9,0.07321861879398706,0.012512124151309409,0.27946127946127947
APP008584,68.3,24952.0,6.3,624.0,11.4,16401.0,0.657,0.239,0,2,1,0,0.6691022964509394,0.10987226180158806,0.1575,0.5890909090909091,0.38,0.15827787231043405,0.06314258001939864,0.265993265993266
APP008585,88.4,178289.0,2.2,757.0,13.0,1853.0,0.01,0.351,0,1,1,1,0.8789144050104385,0.9068203700262857,0.05500000000000001,0.8309090909090909,0.43333333333333335,0.011800360454696483,0.0003879728419010669,0.39169472502805835
APP008586,79.0,21780.0,2.7,662.0,5.3,8610.0,0.395,0.054,0,1,0,0,0.7807933194154488,0.09338622516797229,0.0675,0.6581818181818182,0.17666666666666667,0.07983366727413688,0.03773035887487876,0.058361391694725026
APP008587,59.3,27701.0,0.9,628.0,1.1,16146.0,0.583,0.327,0,1,1,0,0.5751565762004175,0.12415981372649655,0.0225,0.5963636363636363,0.03666666666666667,0.1557103877405129,0.055965082444228896,0.36475869809203143
APP008588,80.6,26176.0,0.2,701.0,17.5,4474.0,0.171,0.317,1,1,0,0,0.7974947807933194,0.11623383457571974,0.005,0.7290909090909091,0.5833333333333334,0.03819007440670969,0.01600387972841901,0.35353535353535354
APP008589,36.3,55221.0,0.3,678.0,2.6,12299.0,0.223,0.448,0,1,1,0,0.3350730688935281,0.26719125387690823,0.0075,0.6872727272727273,0.08666666666666667,0.11697661071899637,0.02104752667313288,0.500561167227834
APP008590,58.7,90105.0,3.7,838.0,14.9,12018.0,0.133,0.356,0,1,0,0,0.5688935281837161,0.44849607793966123,0.0925,0.9781818181818182,0.4966666666666667,0.11414734340861266,0.012318137730358874,0.3973063973063973
APP008591,57.6,67212.0,0.5,654.0,10.8,11787.0,0.175,0.113,1,1,0,0,0.55741127348643,0.329512838137213,0.0125,0.6436363636363637,0.36000000000000004,0.11182150444527231,0.016391852570320074,0.12457912457912458
APP008592,71.2,118588.0,5.9,708.0,7.7,7684.0,0.065,0.071,0,0,1,1,0.6993736951983299,0.5965325790226618,0.14750000000000002,0.7418181818181818,0.25666666666666665,0.07051017428689374,0.0057225994180407375,0.07744107744107744
APP008593,67.0,29841.0,9.1,638.0,8.0,16482.0,0.552,0.115,0,0,1,1,0.6555323590814196,0.13528217135447188,0.22749999999999998,0.6145454545454545,0.26666666666666666,0.1590934262326443,0.052958292919495636,0.12682379349046016
APP008594,67.9,49127.5,3.1,561.0,10.8,12630.0,0.174,0.207,0,2,1,0,0.6649269311064718,0.23552112013575513,0.0775,0.47454545454545455,0.36000000000000004,0.12030930637642344,0.01629485935984481,0.23007856341189672
APP008595,67.4,40859.0,3.0,688.0,8.1,12125.0,0.297,0.07,0,2,1,0,0.6597077244258873,0.19254672104841214,0.075,0.7054545454545454,0.26999999999999996,0.11522468007128546,0.028225024248302616,0.07631874298540965
APP008596,70.3,56210.0,0.4,518.0,0.8,6601.0,0.117,0.226,0,1,1,0,0.6899791231732776,0.27233144625731365,0.01,0.39636363636363636,0.02666666666666667,0.05960591628993445,0.010766246362754606,0.25140291806958476
APP008597,78.1,49127.5,6.6,739.0,8.6,4969.0,0.052,0.379,0,0,1,1,0.7713987473903966,0.23552112013575513,0.16499999999999998,0.7981818181818182,0.2866666666666667,0.04317401504243901,0.0044616876818622695,0.42312008978675647
APP008598,72.2,17759.0,0.8,531.0,13.9,13834.0,0.779,0.072,1,2,1,0,0.7098121085594989,0.0724876270268093,0.02,0.42,0.4633333333333333,0.13243186097322768,0.07497575169738119,0.07856341189674522
APP008599,65.7,49127.5,2.4,570.0,11.9,6039.0,0.037,0.391,0,0,0,0,0.6419624217118998,0.23552112013575513,0.06,0.4909090909090909,0.39666666666666667,0.05394738166916703,0.0030067895247332687,0.43658810325476993
APP008600,76.0,44930.0,2.8,563.0,1.4,27172.0,0.605,0.296,0,2,1,0,0.7494780793319415,0.21370518735845306,0.06999999999999999,0.4781818181818182,0.04666666666666666,0.2667264068305158,0.058098933074684764,0.32996632996632996
APP008601,82.4,18695.0,0.5,706.0,3.5,41212.0,2.204,0.043,0,0,0,0,0.8162839248434238,0.07735235914820411,0.0125,0.7381818181818182,0.11666666666666667,0.4080890866802928,0.2131910766246363,0.04601571268237934
APP008602,61.7,32347.0,9.8,549.0,10.0,6036.0,0.187,0.237,0,1,1,0,0.6002087682672234,0.14830676397863363,0.24500000000000002,0.4527272727272727,0.3333333333333333,0.05391717596834442,0.017555771096023277,0.2637485970819304
APP008603,69.1,52124.0,6.4,696.0,2.2,5565.0,0.107,0.074,0,1,1,1,0.6774530271398747,0.2510950194966094,0.16,0.72,0.07333333333333333,0.04917488093919593,0.009796314258001938,0.0808080808080808
APP008604,87.4,32343.0,0.3,589.0,2.9,13493.0,0.417,0.037,0,0,1,1,0.8684759916492694,0.1482859745251234,0.0075,0.5254545454545455,0.09666666666666666,0.12899847964639194,0.03986420950533462,0.03928170594837261
APP008605,53.5,14347.0,3.4,639.0,15.1,12249.0,0.854,0.01,0,0,1,0,0.5146137787056367,0.05475422318257948,0.08499999999999999,0.6163636363636363,0.5033333333333333,0.116473182371953,0.08225024248302618,0.008978675645342313
APP008606,97.1,51952.0,0.8,602.0,1.0,9682.0,0.186,0.339,0,1,0,0,0.9697286012526095,0.2502010729956693,0.02,0.5490909090909091,0.03333333333333333,0.09062717103474663,0.01745877788554801,0.3782267115600449
APP008607,49.9,31791.0,0.4,850.0,8.8,14815.0,0.466,0.296,0,0,1,0,0.47703549060542794,0.14541702994071107,0.01,1.0,0.29333333333333333,0.1423091251422185,0.0446168768186227,0.32996632996632996
APP008608,64.8,72452.0,0.2,500.0,5.7,16231.0,0.224,0.104,0,0,1,0,0.6325678496868475,0.3567470222356199,0.005,0.36363636363636365,0.19,0.1565662159304866,0.021144519883608145,0.11447811447811447
APP008609,55.7,25822.0,1.8,694.0,4.0,5766.0,0.223,0.463,0,2,1,0,0.5375782881002088,0.11439396794006401,0.045,0.7163636363636363,0.13333333333333333,0.05119866289431025,0.02104752667313288,0.5173961840628507
APP008610,100.0,190407.0,7.3,649.0,12.7,5442.0,0.029,0.152,0,1,1,1,1.0,0.9698020194355403,0.1825,0.6345454545454545,0.4233333333333333,0.047936447205469246,0.0022308438409311348,0.16835016835016833
APP008611,62.4,66714.0,8.5,580.0,7.4,2680.0,0.04,0.127,0,0,1,0,0.6075156576200418,0.3269245511751888,0.2125,0.509090909090909,0.24666666666666667,0.020127065314793746,0.003297769156159069,0.14029180695847362
APP008612,62.5,55165.0,9.0,686.0,9.3,3034.0,0.055,0.315,0,1,1,0,0.6085594989561587,0.26690020152776495,0.225,0.7018181818181818,0.31,0.023691338011860772,0.0047526673132880694,0.35129068462401797
APP008613,64.4,71245.0,3.2,564.0,6.7,5079.0,0.071,0.257,0,2,1,0,0.62839248434238,0.3504738046389067,0.08,0.48,0.22333333333333333,0.04428155740593441,0.0063045586808923365,0.28619528619528617
APP008614,71.4,16434.0,4.7,553.0,14.2,7827.0,0.476,0.169,1,0,1,0,0.7014613778705637,0.0656011205515442,0.11750000000000001,0.46,0.47333333333333333,0.07194997935943777,0.04558680892337536,0.18742985409652077
APP008615,65.1,36382.0,2.8,547.0,0.3,17343.0,0.477,0.304,0,0,0,0,0.6356993736951982,0.16927812520708244,0.06999999999999999,0.4490909090909091,0.01,0.16776246236873105,0.04568380213385063,0.3389450056116723
APP008616,68.0,142887.0,2.4,657.0,5.3,15214.0,0.106,0.565,0,0,1,0,0.6659707724425887,0.7228233117339574,0.06,0.649090909090909,0.17666666666666667,0.14632648335162457,0.009699321047526672,0.6318742985409651
APP008617,17.1,40454.0,3.6,596.0,1.0,13744.0,0.34,0.053,1,0,1,0,0.13465553235908145,0.19044178888050092,0.09,0.5381818181818182,0.03333333333333333,0.13152568994854963,0.032395732298739086,0.057239057239057235
APP008618,70.9,47207.0,0.3,572.0,1.0,8625.0,0.183,0.228,0,2,1,0,0.6962421711899792,0.2255395837691539,0.0075,0.49454545454545457,0.03333333333333333,0.07998469577824988,0.01716779825412221,0.2536475869809203
APP008619,70.3,37053.0,3.0,681.0,0.3,47274.0,1.276,0.311,0,0,1,0,0.6899791231732776,0.17276555603342425,0.075,0.6927272727272727,0.01,0.4691247394758304,0.12318137730358875,0.3468013468013468
APP008620,85.6,118031.0,13.1,747.0,3.8,4307.0,0.036,0.07,0,2,0,1,0.8496868475991649,0.5936376476213617,0.3275,0.8127272727272727,0.12666666666666665,0.03650862372758485,0.0029097963142580016,0.07631874298540965
APP008621,89.6,42329.0,3.5,522.0,3.0,8306.0,0.196,0.077,0,2,1,0,0.8914405010438413,0.20018684521342323,0.0875,0.4036363636363636,0.1,0.07677282292411321,0.01842870999030068,0.08417508417508417
APP008622,67.2,23130.0,2.8,680.0,8.4,12570.0,0.543,0.068,0,0,1,1,0.6576200417536535,0.10040266572767635,0.06999999999999999,0.6909090909090909,0.28,0.1197051923599714,0.05208535402521824,0.07407407407407407
APP008623,82.2,196217.25,0.9,697.0,2.9,4637.0,0.02,0.128,1,0,1,1,0.81419624217119,1.0,0.0225,0.7218181818181818,0.09666666666666666,0.03983125081807106,0.0013579049466537342,0.1414141414141414
APP008624,53.5,21482.0,2.8,765.0,4.6,8020.0,0.373,0.131,0,0,1,1,0.5146137787056367,0.09183741088145983,0.06999999999999999,0.8454545454545455,0.15333333333333332,0.07389321277902516,0.03559650824442289,0.1447811447811448
APP008625,81.5,46239.0,3.1,624.0,1.3,3607.0,0.078,0.31,0,0,1,1,0.8068893528183716,0.2205085360196772,0.0775,0.5890909090909091,0.043333333333333335,0.029460626868977737,0.006983511154219204,0.345679012345679
APP008626,61.4,29582.0,0.5,789.0,7.6,7812.0,0.264,0.374,0,1,1,0,0.5970772442588727,0.13393605423968422,0.0125,0.889090909090909,0.2533333333333333,0.07179895085532476,0.025024248302618818,0.4175084175084175
APP008627,52.2,32178.0,5.1,703.0,1.4,27816.0,0.864,0.353,0,2,1,0,0.5010438413361169,0.14742840956782624,0.1275,0.7327272727272728,0.04666666666666666,0.27321056394043436,0.08322017458777885,0.3939393939393939
APP008628,67.2,25955.0,7.0,481.0,2.2,11135.0,0.429,0.055,0,2,0,0,0.6576200417536535,0.1150852172692793,0.175,0.3290909090909091,0.07333333333333333,0.10525679879982681,0.04102812803103782,0.05948372615039282
APP008629,91.0,35454.0,2.8,677.0,1.3,38254.0,1.079,0.164,0,0,1,0,0.906054279749478,0.1644549719927081,0.06999999999999999,0.6854545454545454,0.043333333333333335,0.3783062656692073,0.1040737148399612,0.18181818181818182
APP008630,72.7,88470.0,0.6,648.0,1.3,26773.0,0.303,0.257,0,1,1,1,0.7150313152400836,0.439998388817353,0.015,0.6327272727272727,0.043333333333333335,0.2627090486211098,0.028806983511154217,0.28619528619528617
APP008631,92.4,15659.0,1.4,739.0,0.4,3524.0,0.225,0.341,0,0,1,1,0.9206680584551149,0.06157316393393632,0.034999999999999996,0.7981818181818182,0.013333333333333334,0.028624935812885752,0.021241513094083415,0.3804713804713805
APP008632,58.8,104452.0,1.6,756.0,1.8,4426.0,0.042,0.537,0,1,1,1,0.569937369519833,0.5230626503174939,0.04,0.8290909090909091,0.060000000000000005,0.03770678319354806,0.0034917555771096028,0.6004489337822672
APP008633,85.7,94187.0,4.1,563.0,0.4,27021.0,0.287,0.375,0,2,1,0,0.8507306889352818,0.4697117152468553,0.1025,0.4781818181818182,0.013333333333333334,0.26520605322244484,0.027255092143549948,0.4186307519640853
APP008634,60.2,66532.0,2.8,732.0,3.4,9259.0,0.139,0.407,0,2,1,0,0.5845511482254697,0.32597863104047314,0.06999999999999999,0.7854545454545454,0.11333333333333333,0.08636816721875976,0.012900096993210475,0.45454545454545453
APP008635,73.4,52876.0,1.7,638.0,10.9,3525.0,0.067,0.044,0,1,1,0,0.7223382045929019,0.2550034367565334,0.042499999999999996,0.6145454545454545,0.36333333333333334,0.02863500437982662,0.005916585838991271,0.04713804713804713
APP008636,73.3,57872.0,1.8,586.0,4.7,19314.0,0.334,0.246,0,1,1,1,0.721294363256785,0.280969464190816,0.045,0.52,0.15666666666666668,0.1876076078091805,0.03181377303588749,0.2738496071829405
APP008637,79.9,49127.5,0.6,780.0,2.3,29106.0,0.253,0.386,0,1,1,1,0.7901878914405011,0.23552112013575513,0.015,0.8727272727272727,0.07666666666666666,0.2861990152941532,0.02395732298739088,0.43097643097643096
APP008638,73.8,17198.0,0.1,607.0,5.8,28118.0,1.635,0.035,0,0,1,0,0.7265135699373695,0.06957190617199895,0.0025,0.5581818181818182,0.19333333333333333,0.2762512711565763,0.1580019398642095,0.037037037037037035
APP008639,58.9,75839.0,7.4,653.0,4.1,14052.0,0.185,0.238,0,0,1,1,0.5709812108559499,0.3743504919954107,0.185,0.6418181818181818,0.13666666666666666,0.13462680856633674,0.017361784675072742,0.26487093153759816
APP008640,83.2,31329.0,0.9,643.0,0.7,22781.0,0.727,0.34,0,0,1,0,0.8246346555323592,0.14301584806027903,0.0225,0.6236363636363637,0.02333333333333333,0.22251532939316748,0.06993210475266731,0.3793490460157127
APP008641,96.0,80455.0,1.1,696.0,6.3,14265.0,0.177,0.343,0,0,1,1,0.9582463465553236,0.3983415213462211,0.027500000000000004,0.72,0.21,0.1367714133247415,0.01658583899127061,0.3827160493827161
APP008642,61.2,33923.0,1.7,769.0,6.3,5040.0,0.149,0.386,0,0,1,1,0.5949895615866388,0.15649780866166593,0.042499999999999996,0.8527272727272728,0.21,0.043888883295240586,0.01387002909796314,0.43097643097643096
APP008643,42.5,74916.0,0.3,795.0,21.3,21603.0,0.288,0.402,0,1,1,0,0.3997912317327766,0.3695533255979242,0.0075,0.9,0.7100000000000001,0.21065455753682577,0.027352085354025214,0.4489337822671156
APP008644,77.5,19359.0,5.7,731.0,1.5,8522.0,0.44,0.559,0,2,1,0,0.7651356993736952,0.080803408430903,0.14250000000000002,0.7836363636363637,0.05,0.07894763338334054,0.04209505334626576,0.6251402918069585
APP008645,65.0,17756.0,0.5,498.0,2.9,36212.0,2.039,0.184,0,0,1,0,0.6346555323590815,0.07247203493667663,0.0125,0.36,0.09666666666666666,0.3577462519759563,0.1971871968962173,0.20426487093153758
APP008646,68.0,45806.0,2.9,781.0,1.4,7790.0,0.17,0.091,0,2,1,1,0.6659707724425887,0.21825807767719435,0.0725,0.8745454545454545,0.04666666666666666,0.07157744238262569,0.015906886517943745,0.09988776655443321
APP008647,78.3,115997.0,1.6,704.0,0.8,8410.0,0.073,0.115,0,0,1,1,0.7734864300626304,0.5830662105114076,0.04,0.7345454545454545,0.02666666666666667,0.07781995388596341,0.00649854510184287,0.12682379349046016
APP008648,63.2,67628.0,1.8,749.0,0.2,4642.0,0.069,0.205,0,1,1,0,0.6158663883089771,0.33167494130227737,0.045,0.8163636363636364,0.006666666666666667,0.0398815936527754,0.006110572259941804,0.22783389450056116
APP008649,66.0,67337.0,1.5,623.0,0.3,16463.0,0.244,0.419,0,1,1,0,0.6450939457202505,0.3301625085594078,0.0375,0.5872727272727273,0.01,0.15890212346076782,0.023084384093113478,0.468013468013468
APP008650,68.5,82135.0,0.4,649.0,4.5,37491.0,0.456,0.33,0,2,1,0,0.6711899791231732,0.40707309182051943,0.01,0.6345454545454545,0.15,0.3706239490933255,0.043646944713870026,0.3681257014590348
APP008651,92.0,38631.0,3.3,735.0,20.6,17365.0,0.45,0.507,0,1,1,0,0.9164926931106472,0.18096699544321165,0.08249999999999999,0.7909090909090909,0.6866666666666668,0.16798397084143013,0.043064985451018424,0.5667789001122334
APP008652,70.5,70718.0,2.3,831.0,9.5,10508.0,0.149,0.29,1,0,1,0,0.6920668058455115,0.3477347941389333,0.057499999999999996,0.9654545454545455,0.31666666666666665,0.09894380732790302,0.01387002909796314,0.3232323232323232
APP008653,51.5,34620.0,7.2,667.0,2.6,7233.0,0.209,0.383,0,0,0,0,0.49373695198329853,0.16012037093582426,0.18,0.6672727272727272,0.08666666666666667,0.0659692505965626,0.019689621726479145,0.4276094276094276
APP008654,52.1,40603.0,1.7,538.0,1.7,6266.0,0.154,0.193,0,1,1,0,0.5,0.19121619602375714,0.042499999999999996,0.43272727272727274,0.056666666666666664,0.05623294636474391,0.014354995150339474,0.2143658810325477
APP008655,72.1,43743.0,8.1,704.0,17.4,23368.0,0.534,0.335,0,1,0,0,0.7087682672233819,0.20753591702929103,0.20249999999999999,0.7345454545454545,0.58,0.22842557818745657,0.05121241513094083,0.37373737373737376
APP008656,53.1,35337.0,2.8,633.0,1.6,6378.0,0.18,0.382,0,0,1,0,0.5104384133611691,0.16384688047753374,0.06999999999999999,0.6054545454545455,0.05333333333333334,0.05736062586212105,0.01687681862269641,0.4264870931537598
APP008657,46.6,47116.0,1.9,555.0,0.8,2305.0,0.049,0.092,0,0,1,0,0.44258872651356995,0.2250666237017961,0.0475,0.4636363636363636,0.02666666666666667,0.016351352711968505,0.00417070805043647,0.10101010101010101
APP008658,79.5,42077.0,0.7,638.0,0.1,81296.0,1.932,0.152,1,0,1,0,0.7860125260960334,0.19887710964227848,0.017499999999999998,0.6145454545454545,0.0033333333333333335,0.811677523938018,0.1868089233753637,0.16835016835016833
APP008659,80.3,32061.0,0.7,693.0,1.8,12185.0,0.38,0.639,1,0,1,0,0.7943632567849687,0.1468203180526519,0.017499999999999998,0.7145454545454546,0.060000000000000005,0.1158287940877375,0.03627546071774976,0.7149270482603816
APP008660,64.5,45055.0,2.8,745.0,3.7,7624.0,0.169,0.58,0,0,1,0,0.6294363256784968,0.2143548577806479,0.06999999999999999,0.8090909090909091,0.12333333333333334,0.0699060602704417,0.015809893307468476,0.648709315375982
APP008661,74.4,53807.0,2.4,607.0,4.7,6219.0,0.116,0.278,0,1,1,1,0.732776617954071,0.2598421820610404,0.06,0.5581818181818182,0.15666666666666668,0.05575972371852314,0.01066925315227934,0.3097643097643098
APP008662,72.8,25339.0,2.8,610.0,13.6,14589.0,0.576,0.415,0,1,1,0,0.7160751565762004,0.11188364142870322,0.06999999999999999,0.5636363636363636,0.4533333333333333,0.1400336290135825,0.05528612997090203,0.4635241301907968
APP008663,79.0,49127.5,11.4,641.0,0.9,4432.0,0.07,0.157,0,0,1,1,0.7807933194154488,0.23552112013575513,0.28500000000000003,0.62,0.030000000000000002,0.03776719459519327,0.006207565470417071,0.17396184062850728
APP008664,79.1,36453.0,3.3,808.0,16.6,6421.0,0.176,0.078,0,0,0,1,0.7818371607515657,0.1696471380068891,0.08249999999999999,0.9236363636363636,0.5533333333333333,0.057793574240578335,0.016488845780795344,0.08529741863075196
APP008665,30.9,55211.0,9.0,771.0,7.7,13417.0,0.243,0.083,0,0,1,0,0.278705636743215,0.26713928024313266,0.225,0.8563636363636363,0.25666666666666665,0.128233268558886,0.022987390882638212,0.09090909090909091
APP008666,66.4,32887.0,12.0,701.0,3.3,5367.0,0.163,0.405,0,0,1,0,0.6492693110647182,0.15111334020251527,0.3,0.7290909090909091,0.11,0.047181304684904196,0.015227934044616876,0.45230078563411896
APP008667,77.8,92069.0,3.8,697.0,6.1,4364.0,0.047,0.074,0,0,0,1,0.7682672233820459,0.45870369961318624,0.095,0.7218181818181818,0.2033333333333333,0.03708253204321429,0.003976721629485936,0.0808080808080808
APP008668,63.8,87001.0,0.2,622.0,9.9,6858.0,0.079,0.074,0,0,0,0,0.6221294363256784,0.4323634620157194,0.005,0.5854545454545454,0.33,0.06219353799373735,0.00708050436469447,0.0808080808080808
APP008669,70.5,26118.0,6.1,719.0,13.7,8144.0,0.312,0.372,0,1,1,0,0.6920668058455115,0.11593238749982133,0.1525,0.7618181818181818,0.45666666666666667,0.07514171507969271,0.029679922405431616,0.4152637485970819
APP008670,81.3,67171.0,11.2,561.0,4.9,8368.0,0.125,0.185,0,0,0,0,0.8048016701461378,0.3292997462387331,0.27999999999999997,0.47454545454545455,0.16333333333333336,0.07739707407444699,0.011542192046556739,0.20538720538720537
APP008671,71.2,49127.5,4.1,693.0,2.7,8207.0,0.07,0.143,0,1,1,1,0.6993736951983299,0.23552112013575513,0.1025,0.7145454545454546,0.09000000000000001,0.07577603479696735,0.006207565470417071,0.15824915824915822
APP008672,92.6,27753.0,0.3,467.0,12.0,12069.0,0.435,0.388,0,0,1,0,0.9227557411273486,0.1244300766221296,0.0075,0.30363636363636365,0.4,0.11466084032259688,0.041610087293889424,0.4332210998877666
APP008673,86.9,29104.0,6.1,502.0,8.3,6094.0,0.209,0.201,0,1,1,0,0.8632567849686849,0.1314517145452112,0.1525,0.36727272727272725,0.27666666666666667,0.05450115285091473,0.019689621726479145,0.22334455667789002
APP008674,68.2,76194.0,5.1,476.0,13.4,12201.0,0.16,0.461,0,0,1,0,0.6680584551148225,0.37619555599444404,0.1275,0.32,0.44666666666666666,0.11598989115879137,0.014936954413191076,0.5151515151515151
APP008675,67.0,22375.0,0.8,819.0,1.2,6599.0,0.295,0.229,0,1,1,0,0.6555323590814196,0.09647865637761964,0.02,0.9436363636363636,0.04,0.05958577915605272,0.02803103782735208,0.2547699214365881
APP008676,27.2,30745.0,1.1,636.0,12.9,9114.0,0.296,0.202,0,0,1,0,0.24008350730688935,0.13998058784778483,0.027500000000000004,0.610909090909091,0.43,0.084908225012334,0.02812803103782735,0.2244668911335578
APP008677,65.1,26667.0,2.4,528.0,4.1,6351.0,0.238,0.386,0,1,1,0,0.6356993736951982,0.118785739994101,0.06,0.41454545454545455,0.13666666666666666,0.05708877455471763,0.02250242483026188,0.43097643097643096
APP008678,49.7,76764.0,0.3,850.0,18.5,2790.0,0.036,0.276,1,0,1,0,0.4749478079331942,0.3791580531196524,0.0075,1.0,0.6166666666666667,0.02123460767828915,0.0029097963142580016,0.30751964085297423
APP008679,73.3,32356.0,1.4,580.0,3.5,12254.0,0.379,0.184,0,0,1,0,0.721294363256785,0.14835354024903166,0.034999999999999996,0.509090909090909,0.11666666666666667,0.11652352520665733,0.03617846750727449,0.20426487093153758
APP008680,72.3,41326.0,7.3,697.0,5.2,20918.0,0.506,0.454,0,0,1,0,0.7108559498956158,0.194973889745732,0.1825,0.7218181818181818,0.17333333333333334,0.20375758918233167,0.04849660523763336,0.5072951739618407
APP008681,80.4,49127.5,4.9,580.0,0.5,11855.0,0.379,0.282,0,1,1,0,0.7954070981210857,0.23552112013575513,0.12250000000000001,0.509090909090909,0.016666666666666666,0.11250616699725129,0.03617846750727449,0.3142536475869809
APP008682,91.0,97646.0,7.1,721.0,4.6,4176.0,0.043,0.432,0,1,1,1,0.906054279749478,0.48768939516983034,0.1775,0.7654545454545455,0.15333333333333332,0.035189641458331235,0.0035887487875848685,0.48260381593714924
APP008683,69.6,29271.0,3.5,649.0,1.9,3914.0,0.134,0.181,0,0,0,1,0.6826722338204593,0.1323196742292635,0.0875,0.6345454545454545,0.06333333333333332,0.032551676919824,0.012415130940834141,0.20089786756453423
APP008684,100.0,21067.0,0.1,583.0,0.4,17940.0,0.852,0.239,0,0,0,0,1.0,0.08968050507977303,0.0025,0.5145454545454545,0.013333333333333334,0.17377339683242884,0.08205625606207564,0.265993265993266
APP008685,73.5,49127.5,1.9,530.0,8.8,13256.0,0.644,0.291,0,0,1,0,0.7233820459290188,0.23552112013575513,0.0475,0.41818181818181815,0.29333333333333333,0.1266122292814064,0.06188166828322017,0.324354657687991
APP008686,50.3,74324.0,2.1,586.0,8.9,11057.0,0.149,0.122,0,1,1,0,0.48121085594989554,0.3664764864784095,0.052500000000000005,0.52,0.2966666666666667,0.10447145057843917,0.01387002909796314,0.13468013468013468
APP008687,61.6,77615.0,8.4,560.0,0.9,17996.0,0.232,0.611,0,1,1,0,0.5991649269311065,0.3835810093539547,0.21000000000000002,0.4727272727272727,0.030000000000000002,0.1743372365811174,0.021920465567410282,0.6835016835016835
APP008688,64.4,49127.5,0.9,491.0,12.8,15855.0,0.153,0.119,1,1,1,0,0.62839248434238,0.23552112013575513,0.0225,0.3472727272727273,0.4266666666666667,0.1527804347607205,0.014258001939864208,0.1313131313131313
APP008689,78.9,23004.0,2.1,716.0,8.1,10822.0,0.47,0.193,0,0,1,1,0.779749478079332,0.09974779794210398,0.052500000000000005,0.7563636363636363,0.26999999999999996,0.10210533734733536,0.04500484966052376,0.2143658810325477
APP008690,55.8,42671.0,0.1,750.0,2.1,26309.0,0.617,0.174,0,0,1,0,0.5386221294363256,0.20196434348854825,0.0025,0.8181818181818182,0.07,0.2580372335605473,0.05926285160038797,0.1930415263748597
APP008691,65.5,196217.25,2.7,589.0,2.9,32967.0,0.157,0.668,1,0,1,0,0.639874739039666,1.0,0.0675,0.5254545454545455,0.09666666666666666,0.32507375225284185,0.014645974781765275,0.7474747474747475
APP008692,67.6,40889.0,14.8,463.0,5.6,24306.0,0.594,0.18,0,1,1,0,0.661795407098121,0.1927026419497389,0.37,0.2963636363636364,0.18666666666666665,0.2378698939779901,0.05703200775945683,0.19977553310886642
APP008693,63.3,34960.0,1.0,683.0,10.9,16932.0,0.484,0.165,0,2,1,0,0.6169102296450939,0.16188747448419416,0.025,0.6963636363636364,0.36333333333333334,0.1636242813560346,0.046362754607177495,0.1829405162738496
APP008694,82.2,48407.0,2.3,664.0,5.0,10738.0,0.222,0.199,0,0,1,0,0.81419624217119,0.2317764198222242,0.057499999999999996,0.6618181818181819,0.16666666666666666,0.1012595777243025,0.020950533462657614,0.22109988776655443
APP008695,79.6,67371.0,0.1,560.0,0.5,10240.0,0.152,0.167,0,1,0,0,0.7870563674321502,0.3303392189142448,0.0025,0.4727272727272727,0.016666666666666666,0.09624543138775059,0.01416100872938894,0.1851851851851852
APP008696,87.5,66699.0,2.8,645.0,6.6,16725.0,0.251,0.169,0,0,1,1,0.8695198329853863,0.32684659072452543,0.06999999999999999,0.6272727272727273,0.22,0.16154008799927505,0.02376333656644035,0.18742985409652077
APP008697,65.0,33906.0,1.8,402.0,12.2,6686.0,0.197,0.281,0,2,1,0,0.6346555323590815,0.15640945348424745,0.045,0.18545454545454546,0.4066666666666666,0.060461744479908174,0.018525703200775945,0.31313131313131315
APP008698,88.0,34509.0,3.2,651.0,8.2,9494.0,0.275,0.129,1,2,1,0,0.8747390396659708,0.15954346360091526,0.08,0.6381818181818182,0.2733333333333333,0.08873428044986358,0.02609117361784675,0.1425364758698092
APP008699,49.5,41033.0,2.3,636.0,3.2,6499.0,0.158,0.253,0,0,1,0,0.47286012526096033,0.19345106227610734,0.057499999999999996,0.610909090909091,0.10666666666666667,0.05857892246196599,0.014742967992240542,0.28170594837261503
APP008700,49.2,31633.0,2.8,770.0,0.4,9416.0,0.298,0.089,0,0,1,1,0.4697286012526096,0.14459584652705681,0.06999999999999999,0.8545454545454545,0.013333333333333334,0.08794893222847593,0.02832201745877788,0.09764309764309763
APP008701,51.8,23368.0,1.2,673.0,0.5,5572.0,0.238,0.286,0,0,1,0,0.49686847599164924,0.1016396382115353,0.03,0.6781818181818182,0.016666666666666666,0.049245360907782,0.02250242483026188,0.31874298540965207
APP008702,70.1,145041.0,1.6,658.0,1.5,8510.0,0.059,0.368,0,0,1,1,0.6878914405010438,0.7340184324492185,0.04,0.6509090909090909,0.05,0.07882681058005014,0.005140640155189136,0.41077441077441074
