applicant_id,academic_score,income_annual,employment_years,credit_score,credit_history_years,loan_amount_requested,loan_percent_income,existing_debt_ratio,prior_default_flag,documents_missing_ct,eligibility_criteria_met,loan_status,academic_score_scaled,income_annual_scaled,employment_years_scaled,credit_score_scaled,credit_history_years_scaled,loan_amount_requested_scaled,loan_percent_income_scaled,existing_debt_ratio_scaled,prior_default_flag_scaled,documents_missing_ct_scaled,eligibility_criteria_met_scaled
APP012795,75.1,70484.0,0.0,652.0,1.8,14996.0,0.213,0.428,0,2,1,0,0.7400835073068893,0.34667401556788463,0.0,0.64,0.060000000000000005,0.14408844674466842,0.036344389555398725,0.47752808988764045,0.0,1.0,1.0
APP012796,63.6,153143.0,1.3,718.0,0.9,23365.0,0.153,0.245,0,0,1,1,0.6200417536534447,0.7764755432380576,0.0325,0.76,0.030000000000000002,0.22835652576675997,0.02575864502470007,0.27191011235955054,0.0,0.0,1.0
APP012797,48.1,125275.0,0.0,646.0,3.5,3016.0,0.024,0.351,0,1,1,0,0.4582463465553236,0.631570463656737,0.0,0.6290909090909091,0.11666666666666667,0.023460942062549086,0.0029992942836979536,0.39101123595505616,0.0,0.5,1.0
APP012798,46.8,104783.0,2.6,593.0,2.6,10943.0,0.104,0.384,0,0,1,1,0.4446764091858037,0.5250183289222594,0.065,0.5327272727272727,0.08666666666666667,0.10327849044444892,0.017113620324629496,0.4280898876404494,0.0,0.0,1.0
APP012799,100.0,75832.0,0.1,662.0,7.2,19184.0,0.253,0.03,0,0,1,1,1.0,0.374481980459549,0.0025,0.6581818181818182,0.24000000000000002,0.18625772801417725,0.0434015525758645,0.030337078651685393,0.0,0.0,1.0
APP012800,92.2,37843.0,1.1,683.0,4.5,24508.0,0.648,0.131,0,1,1,0,0.918580375782881,0.17695079529323676,0.027500000000000004,0.6963636363636364,0.15,0.23986547717340959,0.11309103740296401,0.14382022471910114,0.0,0.5,1.0
APP012801,90.1,75805.0,4.0,650.0,0.1,24399.0,0.322,0.106,0,0,1,1,0.8966597077244258,0.37434158871458356,0.1,0.6363636363636364,0.0033333333333333335,0.23876794812413155,0.05557515878616796,0.11573033707865167,0.0,0.0,1.0
APP012802,59.9,30842.0,8.2,761.0,0.0,3016.0,0.098,0.195,0,0,1,1,0.581419624217119,0.14054773579313537,0.205,0.8381818181818181,0.0,0.023460942062549086,0.01605504587155963,0.2157303370786517,0.0,0.0,1.0
APP012803,70.1,43316.0,9.7,552.0,1.3,2958.0,0.068,0.193,0,2,1,0,0.6878914405010438,0.20540872196714832,0.2425,0.4581818181818182,0.043333333333333335,0.022876935779447008,0.010762173606210304,0.21348314606741572,0.0,1.0,1.0
APP012804,57.8,142489.0,4.2,732.0,2.4,14080.0,0.099,0.055,0,1,0,1,0.5594989561586639,0.721078000613564,0.10500000000000001,0.7854545454545454,0.08,0.1348651751011942,0.016231474947071278,0.05842696629213483,0.0,0.5,0.0
APP012805,50.3,67696.0,4.2,540.0,2.3,33962.0,0.502,0.214,0,2,1,0,0.48121085594989554,0.332177267976643,0.10500000000000001,0.43636363636363634,0.07666666666666666,0.3350585013190487,0.08733239237826393,0.23707865168539324,0.0,1.0,1.0
APP012806,61.2,56174.0,3.7,709.0,1.9,12092.0,0.215,0.104,0,0,1,1,0.5949895615866388,0.2722663907362247,0.0925,0.7436363636363637,0.06333333333333332,0.11484785629417806,0.03669724770642201,0.11348314606741572,0.0,0.0,1.0
APP012807,89.9,60683.0,0.0,465.0,5.0,9865.0,0.163,0.12,0,0,1,1,0.8945720250521921,0.29571181214544584,0.0,0.3,0.16666666666666666,0.0924240288378275,0.027522935779816512,0.13146067415730336,0.0,0.0,1.0
APP012808,82.6,46337.0,7.7,623.0,20.7,4337.0,0.094,0.067,0,0,0,0,0.8183716075156575,0.22111699832049875,0.1925,0.5872727272727273,0.69,0.03676218861389129,0.015349329569513055,0.07191011235955057,0.0,0.0,0.0
APP012809,55.4,13447.0,5.4,736.0,0.7,6107.0,0.454,0.35,0,0,1,0,0.534446764091858,0.05009905417561447,0.135,0.7927272727272727,0.02333333333333333,0.05458444932235133,0.07886379675370501,0.3898876404494382,0.0,0.0,1.0
APP012810,65.3,22957.0,0.4,613.0,2.5,5239.0,0.228,0.511,0,0,1,0,0.6377870563674322,0.09954814656898174,0.01,0.5690909090909091,0.08333333333333333,0.0458444932235133,0.0389908256880734,0.5707865168539326,0.0,0.0,1.0
APP012811,81.2,70993.0,1.3,641.0,3.9,8344.0,0.118,0.193,0,1,0,0,0.8037578288100209,0.34932065994519523,0.0325,0.62,0.13,0.07710896751716777,0.019583627381792517,0.21348314606741572,0.0,0.5,0.0
APP012812,61.4,28217.0,1.9,674.0,10.4,6421.0,0.228,0.033,0,2,1,0,0.5970772442588727,0.12689853836594409,0.0475,0.68,0.3466666666666667,0.05774613851017983,0.0389908256880734,0.033707865168539325,0.0,1.0,1.0
APP012813,71.2,45956.0,0.3,440.0,0.8,15171.0,0.33,0.128,0,0,1,0,0.6993736951983299,0.21913591480820926,0.0075,0.2545454545454545,0.02666666666666667,0.14585053466782125,0.05698659139026112,0.1404494382022472,0.0,0.0,1.0
APP012814,76.0,23471.0,0.2,675.0,21.5,24430.0,1.041,0.473,0,2,1,0,0.7494780793319415,0.10222078941758225,0.005,0.6818181818181818,0.7166666666666667,0.23908008941337575,0.18242766407904024,0.5280898876404494,0.0,1.0,1.0
APP012815,75.9,31851.0,7.9,563.0,4.1,8186.0,0.257,0.175,0,1,1,0,0.7484342379958246,0.14579422729943478,0.1975,0.4781818181818182,0.13666666666666666,0.07551805384940694,0.044107268877911075,0.1932584269662921,0.0,0.5,1.0
APP012816,73.8,48896.0,2.3,733.0,4.3,6934.0,0.142,0.252,0,0,1,1,0.7265135699373695,0.2344230159266635,0.057499999999999996,0.7872727272727272,0.14333333333333334,0.06291157339347926,0.023817925194071977,0.2797752808988764,0.0,0.0,1.0
APP012817,60.2,85333.0,10.7,639.0,1.1,6630.0,0.078,0.213,0,0,1,0,0.5845511482254697,0.42388427560459446,0.26749999999999996,0.6163636363636363,0.03666666666666667,0.05985057494411664,0.012526464361326746,0.23595505617977527,0.0,0.0,1.0
APP012818,61.7,96240.0,1.9,672.0,3.4,34416.0,0.358,0.242,0,1,1,0,0.6002087682672234,0.48059734087635647,0.0475,0.6763636363636364,0.11333333333333333,0.3396298608453994,0.06192660550458715,0.26853932584269663,0.0,0.5,1.0
APP012819,53.0,31546.0,1.8,540.0,3.2,4585.0,0.145,0.227,0,1,1,0,0.5093945720250522,0.1442083205507516,0.045,0.43636363636363634,0.10666666666666667,0.03925931892784502,0.024347212420606914,0.251685393258427,0.0,0.5,1.0
APP012820,46.6,58925.0,1.1,719.0,1.2,11150.0,0.189,0.26,0,1,1,0,0.44258872651356995,0.2865707496399212,0.027500000000000004,0.7618181818181818,0.04,0.10536278873069255,0.03211009174311926,0.28876404494382024,0.0,0.5,1.0
APP012821,68.3,20842.0,1.6,644.0,9.5,4542.0,0.218,0.497,0,1,0,0,0.6691022964509394,0.08855079321335906,0.04,0.6254545454545455,0.31666666666666665,0.03882634875244175,0.037226534932956946,0.5550561797752809,0.0,0.5,0.0
APP012822,82.2,50708.0,1.6,510.0,0.8,2621.0,0.052,0.232,0,0,1,0,0.81419624217119,0.243844861922119,0.04,0.38181818181818183,0.02666666666666667,0.01948365789314699,0.007939308398023993,0.2573033707865169,0.0,0.0,1.0
APP012823,49.3,86855.0,1.2,600.0,8.8,7404.0,0.085,0.359,0,0,1,0,0.47077244258872647,0.4317982102652364,0.03,0.5454545454545454,0.29333333333333333,0.06764403810137544,0.013761467889908256,0.39999999999999997,0.0,0.0,1.0
APP012824,74.1,47088.0,2.3,706.0,8.4,10506.0,0.223,0.127,0,1,1,1,0.7296450939457202,0.22502196870823996,0.057499999999999996,0.7381818181818182,0.28,0.09887830517349014,0.03810868031051517,0.1393258426966292,0.0,0.5,1.0
APP012825,81.8,107949.0,8.6,657.0,8.8,5247.0,0.049,0.196,0,1,1,1,0.8100208768267223,0.5414805609430166,0.215,0.649090909090909,0.29333333333333333,0.045925045814286004,0.007410021171489062,0.21685393258426966,0.0,0.5,1.0
APP012826,42.4,80996.0,1.4,709.0,5.5,4948.0,0.061,0.327,1,1,0,0,0.3987473903966597,0.40133320160774544,0.034999999999999996,0.7436363636363637,0.18333333333333332,0.042914392734156315,0.009527170077628792,0.36404494382022473,1.0,0.5,0.0
APP012827,65.9,56658.0,0.3,613.0,3.1,4237.0,0.075,0.065,1,0,1,0,0.6440501043841337,0.27478304275708587,0.0075,0.5690909090909091,0.10333333333333333,0.035755281229232536,0.011997177134791813,0.0696629213483146,1.0,0.0,1.0
APP012828,94.7,42200.0,0.8,754.0,4.9,8215.0,0.195,0.197,0,0,1,1,0.9446764091858038,0.19960586317524528,0.02,0.8254545454545454,0.16333333333333336,0.07581005699095797,0.033168666196189134,0.21797752808988766,0.0,0.0,1.0
APP012829,78.3,35575.0,2.0,772.0,19.9,8709.0,0.245,0.227,1,1,1,1,0.7734864300626304,0.16515788871614348,0.05,0.8581818181818182,0.6633333333333333,0.08078417947117224,0.04199011997177134,0.251685393258427,1.0,0.5,1.0
APP012830,41.9,20439.0,3.8,487.0,0.4,27245.0,1.333,0.109,0,1,1,0,0.3935281837160751,0.08645531642739407,0.095,0.34,0.013333333333333334,0.2674245322915198,0.23394495412844038,0.1191011235955056,0.0,0.5,1.0
APP012831,79.9,22537.0,7.6,698.0,7.1,18371.0,0.815,0.23,0,0,1,0,0.7901878914405011,0.09736427498063113,0.19,0.7236363636363636,0.23666666666666666,0.17807157097690154,0.1425546930134086,0.2550561797752809,0.0,0.0,1.0
APP012832,58.8,89051.0,0.5,781.0,1.4,9528.0,0.107,0.074,0,0,1,1,0.569937369519833,0.4432167388557553,0.0125,0.8745454545454545,0.04666666666666666,0.08903075095152747,0.01764290755116443,0.0797752808988764,0.0,0.0,1.0
APP012833,80.4,121566.0,2.9,688.0,1.5,4013.0,0.033,0.368,0,0,1,1,0.7954070981210857,0.612284797653898,0.0725,0.7054545454545454,0.05,0.033499808687596916,0.0045871559633027525,0.4101123595505618,0.0,0.0,1.0
APP012834,59.6,25626.0,3.0,641.0,2.7,4277.0,0.167,0.414,0,0,1,0,0.5782881002087683,0.11342613054352405,0.075,0.62,0.09000000000000001,0.03615804418309604,0.028228652081863093,0.4617977528089887,0.0,0.0,1.0
APP012835,69.2,51068.0,2.5,526.0,10.3,14082.0,0.276,0.515,0,1,1,0,0.6784968684759917,0.24571675185499092,0.0625,0.4109090909090909,0.3433333333333334,0.13488531324888736,0.047459421312632324,0.5752808988764045,0.0,0.5,1.0
APP012836,61.9,19059.0,15.0,617.0,13.7,48417.0,2.54,0.179,0,0,1,0,0.6022964509394572,0.07927973835138494,0.375,0.5763636363636364,0.45666666666666667,0.4806069637714723,0.446894848270995,0.19775280898876402,0.0,0.0,1.0
APP012837,70.0,27281.0,1.2,599.0,1.9,8441.0,0.309,0.386,0,0,1,0,0.6868475991649269,0.12203162454047702,0.03,0.5436363636363636,0.06333333333333332,0.07808566768028677,0.05328158080451658,0.4303370786516854,0.0,0.0,1.0
APP012838,61.5,57291.0,0.7,724.0,5.6,2941.0,0.051,0.505,0,2,1,0,0.5981210855949896,0.2780744492223857,0.017499999999999998,0.7709090909090909,0.18666666666666665,0.022705761524055016,0.00776287932251235,0.5640449438202247,0.0,1.0,1.0
APP012839,66.6,35910.0,0.3,735.0,15.1,15916.0,0.443,0.266,0,1,1,0,0.6513569937369519,0.166899786292566,0.0075,0.7909090909090909,0.5033333333333333,0.153351994683529,0.07692307692307693,0.2955056179775281,0.0,0.5,1.0
APP012840,52.4,15526.0,4.7,630.0,13.6,22408.0,1.443,0.177,0,0,1,0,0.5031315240083507,0.06090921853794997,0.11750000000000001,0.6,0.4533333333333333,0.21872042209557566,0.25335215243472126,0.19550561797752808,0.0,0.0,1.0
APP012841,77.4,137492.0,2.9,560.0,2.0,12472.0,0.091,0.18,0,0,1,1,0.7640918580375783,0.6950951284064497,0.0725,0.4727272727272727,0.06666666666666667,0.11867410435588134,0.01482004234297812,0.19887640449438201,0.0,0.0,1.0
APP012842,72.6,47596.0,0.1,454.0,1.6,9483.0,0.199,0.417,0,1,1,0,0.7139874739039666,0.2276634133912926,0.0025,0.28,0.05333333333333334,0.08857764262843104,0.03387438249823571,0.4651685393258427,0.0,0.5,1.0
APP012843,45.8,25270.0,3.0,698.0,0.4,5792.0,0.229,0.13,1,0,1,0,0.4342379958246346,0.11157503938768401,0.075,0.7236363636363636,0.013333333333333334,0.05141269106067624,0.03916725476358504,0.14269662921348314,1.0,0.0,1.0
APP012844,84.9,52935.0,2.4,690.0,13.7,5220.0,0.099,0.186,0,1,1,1,0.8423799582463466,0.25542458103463517,0.06,0.7090909090909091,0.45666666666666667,0.04565318082042814,0.016231474947071278,0.20561797752808988,0.0,0.5,1.0
APP012845,67.4,46699.0,0.7,457.0,28.0,13491.0,0.289,0.456,1,1,1,0,0.6597077244258873,0.22299928764188665,0.017499999999999998,0.28545454545454546,0.9333333333333333,0.1289344906055541,0.049752999294283694,0.5089887640449439,1.0,0.5,1.0
APP012846,72.4,63139.0,3.1,692.0,5.6,5257.0,0.083,0.278,0,0,1,1,0.7118997912317329,0.3084822612430389,0.0775,0.7127272727272728,0.18666666666666665,0.04602573655275188,0.013408609738884967,0.30898876404494385,0.0,0.0,1.0
APP012847,81.5,39978.0,1.4,724.0,1.5,12530.0,0.313,0.294,0,0,1,0,0.8068893528183716,0.188052142534019,0.034999999999999996,0.7709090909090909,0.05,0.11925811063898342,0.05398729710656316,0.3269662921348314,0.0,0.0,1.0
APP012848,74.9,59193.0,0.3,397.0,7.8,5617.0,0.095,0.065,0,2,0,0,0.7379958246346556,0.28796426770105915,0.0075,0.17636363636363636,0.26,0.04965060313752341,0.0155257586450247,0.0696629213483146,0.0,1.0,0.0
APP012849,87.5,86352.0,25.3,554.0,6.2,19094.0,0.221,0.469,0,2,0,0,0.8695198329853863,0.42918276405347366,0.6325000000000001,0.4618181818181818,0.20666666666666667,0.18535151136798436,0.03775582215949188,0.5235955056179775,0.0,1.0,0.0
APP012850,65.6,22228.0,2.9,850.0,12.9,7447.0,0.335,0.057,0,2,1,0,0.6409185803757829,0.09575756945491605,0.0725,1.0,0.43,0.0680770082767787,0.05786873676781934,0.060674157303370786,0.0,1.0,1.0
APP012851,85.5,49072.0,0.5,652.0,8.0,9161.0,0.187,0.273,0,2,1,0,0.848643006263048,0.23533816211606756,0.0125,0.64,0.26666666666666666,0.08533540084982984,0.03175723359209597,0.30337078651685395,0.0,1.0,1.0
APP012852,71.8,81110.0,0.8,850.0,6.3,13573.0,0.167,0.332,0,1,1,1,0.7056367432150312,0.4019259667531549,0.02,1.0,0.21,0.1297601546609743,0.028228652081863093,0.36966292134831463,0.0,0.5,1.0
APP012853,77.6,35213.0,0.9,667.0,13.7,22749.0,0.646,0.428,0,0,0,0,0.7661795407098121,0.16327559939475558,0.0225,0.6672727272727272,0.45666666666666667,0.22215397627726202,0.11273817925194071,0.47752808988764045,0.0,0.0,0.0
APP012854,76.1,46677.0,1.4,747.0,2.5,16944.0,0.363,0.205,0,1,1,1,0.7505219206680583,0.22288489436821116,0.034999999999999996,0.8127272727272727,0.08333333333333333,0.16370300259782106,0.06280875088214537,0.22696629213483144,0.0,0.5,1.0
APP012855,88.6,36966.0,11.5,620.0,5.4,10580.0,0.286,0.13,0,0,1,1,0.8810020876826722,0.17239066342899037,0.2875,0.5818181818181818,0.18000000000000002,0.09962341663813762,0.04922371206774876,0.14269662921348314,0.0,0.0,1.0
APP012856,80.8,38376.0,0.1,588.0,10.1,10274.0,0.268,0.245,0,0,1,1,0.7995824634655532,0.17972223233273885,0.0025,0.5236363636363637,0.33666666666666667,0.09654228004108183,0.04604798870853917,0.27191011235955054,0.0,0.0,1.0
APP012857,63.4,36470.0,2.8,504.0,10.3,4544.0,0.125,0.523,0,0,1,0,0.6179540709812108,0.16981161507703346,0.06999999999999999,0.3709090909090909,0.3433333333333334,0.038846486900134924,0.020818630910374027,0.5842696629213483,0.0,0.0,1.0
APP012858,60.4,23035.0,3.6,697.0,3.3,8295.0,0.36,0.363,0,1,1,0,0.5866388308977035,0.099953722721104,0.09,0.7218181818181818,0.11,0.07661558289868498,0.06227946365561044,0.4044943820224719,0.0,0.5,1.0
APP012859,69.3,49072.0,1.2,572.0,0.9,27157.0,0.553,0.21,0,1,1,0,0.6795407098121086,0.23533816211606756,0.03,0.49454545454545457,0.030000000000000002,0.2665384537930201,0.0963302752293578,0.23258426966292134,0.0,0.5,1.0
APP012860,58.6,92724.0,1.0,562.0,11.8,10827.0,0.117,0.402,0,1,1,0,0.5678496868475992,0.4623152158653071,0.025,0.4763636363636364,0.39333333333333337,0.10211047787824476,0.019407198306280876,0.44831460674157303,0.0,0.5,1.0
APP012861,54.2,49072.0,0.8,508.0,1.3,5865.0,0.12,0.168,1,0,1,0,0.5219206680584552,0.23533816211606756,0.02,0.3781818181818182,0.043333333333333335,0.052147733451477135,0.019936485532815806,0.1853932584269663,1.0,0.0,1.0
APP012862,38.1,86654.0,1.1,652.0,3.5,16903.0,0.195,0.22,0,1,1,1,0.35386221294363257,0.4307530717193829,0.027500000000000004,0.64,0.11666666666666667,0.16329017057011097,0.033168666196189134,0.24382022471910111,0.0,0.5,1.0
APP012863,46.8,36510.0,0.5,717.0,1.0,11250.0,0.308,0.119,0,2,1,0,0.4446764091858037,0.17001960284735257,0.0125,0.7581818181818182,0.03333333333333333,0.10636969611535131,0.053105151729004936,0.1303370786516854,0.0,1.0,1.0
APP012864,99.8,35240.0,0.2,628.0,8.8,2610.0,0.074,0.302,0,0,0,1,0.9979123173277662,0.163415991139721,0.005,0.5963636363636363,0.29333333333333333,0.019372898080834526,0.011820748059280167,0.3359550561797753,0.0,0.0,0.0
APP012865,60.2,62719.0,1.3,620.0,1.8,5432.0,0.087,0.21,0,0,1,1,0.5845511482254697,0.3062983896546883,0.0325,0.5818181818181818,0.060000000000000005,0.047787824475904704,0.014114326040931543,0.23258426966292134,0.0,0.0,1.0
APP012866,98.6,49072.0,1.9,787.0,3.5,4275.0,0.087,0.205,0,2,1,1,0.9853862212943632,0.23533816211606756,0.0475,0.8854545454545455,0.11666666666666667,0.036137906035402866,0.014114326040931543,0.22696629213483144,0.0,1.0,1.0
APP012867,76.0,45814.0,3.4,504.0,4.2,4796.0,0.105,0.619,0,1,1,0,0.7494780793319415,0.21839755822357645,0.08499999999999999,0.3709090909090909,0.14,0.041383893509475,0.01729004940014114,0.6921348314606741,0.0,0.5,1.0
APP012868,69.3,73567.0,5.5,812.0,5.4,6276.0,0.085,0.152,0,0,1,1,0.6795407098121086,0.3627046729652296,0.1375,0.9309090909090909,0.18000000000000002,0.056286122802424635,0.013761467889908256,0.16741573033707866,0.0,0.0,1.0
APP012869,47.5,22648.0,0.2,528.0,0.1,15384.0,0.679,0.434,1,1,1,0,0.4519832985386221,0.09794144104326666,0.005,0.41454545454545455,0.0033333333333333335,0.1479952473971444,0.11856033874382499,0.4842696629213483,1.0,0.5,1.0
APP012870,70.1,40848.0,3.7,639.0,0.4,5041.0,0.123,0.179,0,2,1,0,0.6878914405010438,0.19257587653845953,0.0925,0.6163636363636363,0.013333333333333334,0.043850816601888956,0.02046577275935074,0.19775280898876402,0.0,1.0,1.0
APP012871,98.4,87456.0,8.1,683.0,4.2,3881.0,0.044,0.524,0,2,1,1,0.9832985386221295,0.43492322651428095,0.20249999999999999,0.6963636363636364,0.14,0.032170690939847355,0.006527875793930839,0.5853932584269663,0.0,1.0,1.0
APP012872,93.4,87315.0,2.1,738.0,1.4,16586.0,0.19,0.114,0,0,0,1,0.931106471816284,0.4341900696239061,0.052500000000000005,0.7963636363636364,0.04666666666666666,0.16009827416074268,0.03228652081863091,0.12471910112359551,0.0,0.0,0.0
APP012873,74.1,49072.0,0.9,506.0,0.6,9069.0,0.185,0.339,0,0,1,1,0.7296450939457202,0.23533816211606756,0.0225,0.37454545454545457,0.02,0.08440904605594378,0.031404375441072684,0.3775280898876405,0.0,0.0,1.0
APP012874,52.8,90440.0,1.8,665.0,1.3,17972.0,0.199,0.213,0,1,0,0,0.5073068893528183,0.4504391141800862,0.045,0.6636363636363637,0.043333333333333335,0.17405401051211308,0.03387438249823571,0.23595505617977527,0.0,0.5,0.0
APP012875,55.6,39202.0,17.3,594.0,16.1,10840.0,0.277,0.245,0,2,1,0,0.5365344467640919,0.18401717978982834,0.4325,0.5345454545454545,0.5366666666666667,0.1022413758382504,0.04763585038814397,0.27191011235955054,0.0,1.0,1.0
APP012876,57.2,17622.0,2.1,739.0,1.1,100000.0,5.675,0.274,0,2,1,0,0.5532359081419624,0.07180777770267108,0.052500000000000005,0.7981818181818182,0.03666666666666667,1.0,1.0,0.3044943820224719,0.0,1.0,1.0
APP012877,89.2,41971.0,1.3,593.0,3.5,8865.0,0.211,0.173,0,0,0,0,0.8872651356993737,0.19841513319016843,0.0325,0.5327272727272727,0.11666666666666667,0.0823549549912399,0.035991531404375436,0.19101123595505615,0.0,0.0,0.0
APP012878,94.5,71797.0,0.6,475.0,5.6,5498.0,0.077,0.274,0,0,1,0,0.94258872651357,0.35350121412860924,0.015,0.3181818181818182,0.18666666666666665,0.048452383349779485,0.012350035285815101,0.3044943820224719,0.0,0.0,1.0
APP012879,72.9,79194.0,3.2,683.0,0.4,11756.0,0.148,0.29,0,0,1,1,0.7171189979123174,0.39196335255486975,0.08,0.6963636363636364,0.013333333333333334,0.11146464748172463,0.024876499647141847,0.32247191011235954,0.0,0.0,1.0
APP012880,65.5,35748.0,1.8,647.0,6.0,7880.0,0.22,0.092,0,0,0,0,0.639874739039666,0.16605743582277363,0.045,0.6309090909090909,0.2,0.07243691725235113,0.037579393083980235,0.09999999999999999,0.0,0.0,0.0
APP012881,93.2,27424.0,7.6,810.0,17.6,12494.0,0.456,0.52,0,1,1,0,0.9290187891440501,0.12277518081936782,0.19,0.9272727272727272,0.5866666666666667,0.11889562398050628,0.0792166549047283,0.5808988764044943,0.0,0.5,1.0
APP012882,55.3,29112.0,5.5,736.0,4.8,7926.0,0.272,0.362,0,0,1,0,0.5334029227557411,0.13155226472683407,0.1375,0.7927272727272727,0.16,0.07290009464929416,0.04675370501058575,0.40337078651685393,0.0,0.0,1.0
APP012883,70.8,35376.0,11.0,571.0,10.8,23008.0,0.65,0.135,0,1,1,0,0.6951983298538622,0.16412314955880594,0.275,0.49272727272727274,0.36000000000000004,0.22476186640352822,0.1134438955539873,0.14831460674157304,0.0,0.5,1.0
APP012884,76.9,15705.0,0.1,737.0,4.6,23865.0,1.52,0.692,0,1,1,0,0.7588726513569938,0.06183996381012796,0.0025,0.7945454545454546,0.15333333333333332,0.23339106269005377,0.26693719124911786,0.7741573033707865,0.0,0.5,1.0
APP012885,57.1,35729.0,20.6,659.0,13.3,6513.0,0.182,0.449,0,1,0,0,0.5521920668058455,0.16595864163187204,0.515,0.6527272727272727,0.44333333333333336,0.05867249330406589,0.030875088214537754,0.501123595505618,0.0,0.5,0.0
APP012886,60.5,50449.0,2.8,714.0,7.7,16283.0,0.323,0.594,0,1,1,0,0.5876826722338204,0.24249814110930276,0.06999999999999999,0.7527272727272727,0.25666666666666665,0.15704734478522667,0.0557515878616796,0.6640449438202247,0.0,0.5,1.0
APP012887,59.3,46225.0,12.3,582.0,6.3,18463.0,0.399,0.213,0,0,1,0,0.5751565762004175,0.22053463256360525,0.3075,0.5127272727272727,0.21,0.1789979257707876,0.06916019760056458,0.23595505617977527,0.0,0.0,1.0
APP012888,91.3,40209.0,0.9,616.0,0.0,20567.0,0.512,0.225,0,1,1,0,0.9091858037578288,0.18925327190761182,0.0225,0.5745454545454546,0.0,0.2001832571440079,0.08909668313338039,0.24943820224719102,0.0,0.5,1.0
APP012889,98.7,32417.0,1.0,708.0,2.8,3762.0,0.116,0.081,0,0,1,1,0.9864300626304802,0.14873725424945014,0.025,0.7418181818181818,0.09333333333333332,0.03097247115210343,0.019230769230769232,0.08764044943820225,0.0,0.0,1.0
APP012890,71.7,34763.0,0.8,716.0,4.2,13277.0,0.382,0.321,0,2,1,0,0.7045929018789144,0.16093573697866564,0.02,0.7563636363636363,0.14,0.12677970880238434,0.06616090331686662,0.35730337078651686,0.0,1.0,1.0
APP012891,66.0,35134.0,2.0,460.0,1.8,4774.0,0.136,0.141,0,0,0,0,0.6450939457202505,0.16286482354837536,0.05,0.2909090909090909,0.060000000000000005,0.04116237388485007,0.02275935074100212,0.15505617977528088,0.0,0.0,0.0
APP012892,61.0,74853.0,4.7,702.0,8.7,6923.0,0.092,0.324,0,1,1,0,0.592901878914405,0.36939147978098885,0.11750000000000001,0.730909090909091,0.29,0.0628008135811668,0.014996471418489766,0.36067415730337077,0.0,0.5,1.0
APP012893,70.0,48993.0,4.3,574.0,12.2,10580.0,0.216,0.245,0,0,1,1,0.6868475991649269,0.23492738626968734,0.1075,0.49818181818181817,0.4066666666666666,0.09962341663813762,0.03687367678193366,0.27191011235955054,0.0,0.0,1.0
APP012894,61.7,196131.0,4.2,671.0,7.9,6416.0,0.033,0.119,0,0,1,1,0.6002087682672234,1.0,0.10500000000000001,0.6745454545454546,0.26333333333333336,0.057695793140946895,0.0045871559633027525,0.1303370786516854,0.0,0.0,1.0
APP012895,68.5,40159.0,1.5,501.0,6.3,9983.0,0.249,0.238,0,0,1,0,0.6711899791231732,0.18899328719471295,0.0375,0.3654545454545455,0.21,0.09361217955172484,0.04269583627381792,0.2640449438202247,0.0,0.0,1.0
APP012896,76.2,63750.0,6.1,729.0,2.6,17993.0,0.282,0.281,0,1,1,0,0.7515657620041754,0.31165927443466324,0.1525,0.78,0.08666666666666667,0.17426546106289142,0.048517995765702183,0.31235955056179776,0.0,0.5,1.0
APP012897,63.9,40700.0,2.6,711.0,1.7,12251.0,0.301,0.229,0,0,1,1,0.6231732776617954,0.19180632178827886,0.065,0.7472727272727273,0.056666666666666664,0.11644883903578548,0.051870148200423426,0.2539325842696629,0.0,0.0,1.0
APP012898,67.2,40111.0,1.9,576.0,9.7,7131.0,0.178,0.303,0,1,0,0,0.6576200417536535,0.18874370187033002,0.0475,0.5018181818181818,0.3233333333333333,0.06489518094125703,0.030169371912491177,0.33707865168539325,0.0,0.5,0.0
APP012899,67.2,125169.0,2.3,686.0,0.8,11224.0,0.09,0.193,0,0,1,1,0.6576200417536535,0.6310192960653913,0.057499999999999996,0.7018181818181818,0.02666666666666667,0.10610790019534003,0.014643613267466476,0.21348314606741572,0.0,0.0,1.0
APP012900,65.2,89190.0,0.2,647.0,5.1,11515.0,0.129,0.013,0,2,1,0,0.6367432150313153,0.44393949635761415,0.005,0.6309090909090909,0.16999999999999998,0.10903800068469702,0.021524347212420605,0.011235955056179773,0.0,1.0,1.0
APP012901,63.4,17106.0,6.5,704.0,1.4,14788.0,0.864,0.356,0,0,1,0,0.6179540709812108,0.06912473546555463,0.1625,0.7345454545454545,0.04666666666666666,0.1419940793845782,0.15119971771347918,0.39662921348314606,0.0,0.0,1.0
APP012902,81.4,49072.0,8.7,525.0,1.0,5076.0,0.103,0.021,0,0,0,0,0.8058455114822548,0.23533816211606756,0.21749999999999997,0.4090909090909091,0.03333333333333333,0.04420323418651952,0.016937191249117852,0.020224719101123598,0.0,0.0,0.0
APP012903,43.4,45173.0,4.7,541.0,7.4,8158.0,0.181,0.253,0,1,1,0,0.40918580375782876,0.2150645542042128,0.11750000000000001,0.4381818181818182,0.24666666666666667,0.07523611978170248,0.03069865913902611,0.2808988764044944,0.0,0.5,1.0
